	B Cells	Basophils	CD4+ T-cells	CD8+ T-cells	Endothelial cells	Eosinophils	Fibroblasts	Macrophages	Mast cells	Monocytes	NK cells	Neutrophils
S22372	0	0.0761	0.1948	0.0093	0.084	0.5756	0	0.009	0	0.073	0	0.1671
S22375	0.0839	0	0.2541	0.0307	0.023	0.391	0	0.0102	0.0041	0.1353	0.054	0.1891
S22376	0.0836	0	0.2887	0.0838	0.0707	0.3689	0	0.0139	0.0174	0.086	0.0394	0.1557
S22377	0.0115	0	0.2717	0.0526	0.0803	0.6498	0	0.0592	0.0103	0.0621	0.004	0.1546
S22388	0.0389	0	0.2492	0.0654	0.0186	0.6644	0	0.0128	0	0.0588	0	0.1723
S22392	0	0	0.2353	0.0216	0.0882	0.5909	0	0	0.0015	0.0514	0.0322	0.1784
S22395	0.0154	0	0.227	0.0152	0.0215	0.3517	0	0.0508	0.0069	0.1549	0.0404	0.1464
S22396	0.0746	0	0.2619	0.1155	0.0036	0.3467	0	0.0028	0	0.0839	0.1512	0.1831
S22406	0.0591	0	0.2202	0.054	0.0437	0.5099	0	0.0139	0.0163	0.1278	0.1359	0.1462
S22407	0.1183	0	0.3585	0.1249	0.0426	0.3259	0	0.0243	0	0.0503	0.1385	0.1669
S22408	0.0717	0	0.2348	0.0761	0.0308	0.4097	0	0	0	0.0974	0.1566	0.1231
S22412	0.0621	0	0.2875	0.0291	0.0428	0.4826	0	0.017	0.0025	0.0689	0.0231	0.1738
S22416	0.1478	0	0.3298	0.0876	0.02	0.1386	0	0.0537	0	0.1239	0.0752	0.1594
S22418	0.1311	0	0.3383	0.0736	0.0836	0.3472	0	0.0167	0.008	0.0739	0.0634	0.1698
S22421	0.0426	0	0.4356	0.0714	0.0553	0.4506	0	0.0488	0.0278	0.0835	0	0.1647
S22423	0.1416	0	0.3766	0.1075	0	0.5895	0	0.0299	0.0227	0.0424	0.0089	0.1466
S22424	0.1349	0	0.3161	0.0682	0.0328	0.2911	0	0.0394	0.0083	0.1414	0.1557	0.1302
S22425	0.1197	0	0.344	0.101	0.0042	0.2826	0	0.0609	0	0.1092	0.1296	0.1231
S22427	0	0	0.2712	0.0286	0.0544	0.4797	0	0.0147	0	0.0289	0.1681	0.154
S2243	0	0	0.241	0.0101	0.0337	0.6612	0	0.0276	0.0056	0.0821	0.0665	0.1672
S22434	0.111	0	0.326	0.1027	0.0835	0.4642	0	0.046	0.0238	0.0727	0.1154	0.0871
S22441	0.1239	0	0.3132	0.0662	0.0296	0.2838	0	0.0406	0.017	0.1249	0	0.1631
S22447	0.0078	0	0.1876	0.0083	0.0422	0.4997	0	0.0449	0	0.1202	0.0073	0.1459
S22455	0.0035	0.0254	0.1764	0.03	0.0765	0.4534	0	0.0482	0	0.1432	0.0212	0.1513
S22459	0.0531	0	0.371	0.0733	0	0.3813	0	0.0136	0	0.1044	0.0645	0.1317
S22466	0	0	0.2829	0.0548	0	0.519	0	0.0441	6.00E-04	0.0673	0.0843	0.1191
S22467	0.108	0	0.2693	0.0498	0.0568	0.3595	0	0.0659	0.0025	0.1357	0	0.1742
S22468	0.2008	0	0.4101	0.1112	0.0565	0.2201	0	0.0059	0.0134	0.0687	0.0217	0.1798
S22470	0.0799	0	0.3219	0.0892	0.0503	0.2447	0	0.0346	0.0184	0.0965	0.2046	0.1562
S22475	0.0595	0.0161	0.2944	0	0.0643	0.3595	0	0.0415	0.0076	0.1168	0.0819	0.1691
S22481	0	0	0.2811	0.0363	0.0104	0.5903	0	0.0483	0.008	0.0902	0.0294	0.153
S22482	0.0513	0	0.2193	0.0288	0.0016	0.3589	0	0.0397	0.0101	0.1529	0.0847	0.1628
S22485	0.1223	0	0.2211	0.0223	0.0418	0.5324	0	0.0384	0.0187	0.0754	0.0975	0.1242
S22486	0.1039	0	0.2386	0.0298	0	0.3343	0	0.0616	0	0.1434	0.0472	0.1316
S22493	0.1247	0	0.3017	0.093	0.021	0.2107	0	0.0507	0.0223	0.1117	0.183	0.1359
S22498	0.0836	0	0.1862	0.0243	0.038	0.5304	0	0.0453	0	0.062	0.1415	0.1437
S225	0	0	0.2127	0.0169	0.0251	0.6488	0	0.0365	0	0.1054	3.00E-04	0.1644
S22507	0	0	0.2339	0.0267	0.0336	0.6534	0	0.0096	0.017	0.0796	0.1201	0.1743
S22514	0.0197	0	0.2755	0.023	0.0759	0.2845	0	0.0463	0.0051	0.1133	0.1721	0.1676
S22515	0.0297	0	0.2281	0.0343	0.0168	0.4559	0	0.0359	0.0097	0.1241	0.0642	0.1582
S22516	0	0	0.2571	0.0173	0.0823	0.6282	0	0.0526	0	0.0361	0	0.1485
S22517	0.1183	0	0.3933	0.0865	0.0207	0.1497	0	0.0222	0.0014	0.0711	0.0654	0.1455
S22519	0.0953	0	0.3113	0.0918	0.0109	0.3378	0	0.0342	0.0035	0.1407	0.1023	0.1658
S22521	0.1101	0	0.2761	0.0389	0.0154	0.427	0	0.0296	0.0157	0.1103	0.1073	0.1365
S22523	0.1326	0	0.4539	0.1184	0	0.2587	0	0.0439	0.0137	0.0778	0	0.143
S2253	0.0937	0	0.2996	0.0277	0.0028	0.3886	0	0.0382	0.0254	0.1372	0.0896	0.1691
S22537	0.0314	0	0.2911	0.0952	0.0356	0.3254	0	0.0376	0	0.0984	0.0319	0.147
S22542	0.2052	0.0957	0.3496	0.1483	0.057	0.0969	0	0.0586	0.0304	0.1396	0.1665	0.0781
S22543	0	0	0.2903	0.0068	0.0195	0.4883	0	0.0443	0	0.1151	0.1126	0.1319
S22549	0	0	0.1947	0.0374	0.0408	0.6605	0	0.0082	0.0301	0.0987	0.1104	0.1587
S2255	0	0	0.367	0.0555	0.0885	0.4347	0.0597	0.0327	0	0.0683	0.123	0.1488
S22551	0.063	0	0.3193	0.0893	0.0401	0.3461	0	0.0416	0	0.1022	0.1016	0.1595
S2256	0.1355	0	0.313	0.0977	0.0283	0.3118	0	0.0592	0.0022	0.1082	0.1459	0.1057
S22561	0.0843	0	0.3159	0.1563	0	0.5638	0	0.042	0.0044	0.0455	0.1236	0.1193
S2257	0	0	0.2279	0.0252	0.0299	0.5328	0	0.0193	0.0093	0.0988	0.1536	0.1704
S22572	0	0.2679	0.0786	0	0.027	0.502	0	0.0249	0	0.0914	0.0436	0.1719
S22578	0.0266	0.067	0.2259	0.0362	0.0303	0.4776	0	0.0011	0.0075	0.1238	0.0157	0.1635
S22584	0.0855	0	0.3046	0.0827	0.0421	0.3631	0	0.0293	0.0018	0.0951	0.0304	0.166
S22592	0.0739	0	0.2609	0.1041	0.0639	0.4986	0	0.0364	0.013	0.0773	0.0376	0.1596
S22593	0.1957	0	0.3376	0.1003	0.0195	0.2533	0	0.0253	0.0103	0.1368	0.1408	0.1677
S22603	0.0614	0	0.2675	0.0564	0.0528	0.4788	0	0.02	0.03	0.0746	0.1192	0.1379
S22606	0.0154	0.1658	0.1834	0.012	0.0991	0.4203	0	0	0	0.0813	0.0388	0.1772
S22608	0	0	0.3415	0.0421	0.0124	0.6098	0	0.0511	0.0096	0.0706	0.0672	0.1323
S22609	0.1702	0	0.4001	0.1023	0	0.2444	0	0.0562	0.0065	0.0976	0.0853	0.1419
S22614	0.129	0	0.3647	0.0606	0	0.4876	0	0.0188	0.0069	0.0617	0.1459	0.1414
S22617	0	0	0.1492	0	0	0.5914	0	0.0545	0.0343	0.1754	0.0878	0.1898
S22628	0.0795	0.0201	0.2539	0.0658	0.0556	0.393	0	0.0018	0.0127	0.1075	0.0872	0.1346
S22639	0.0391	0.0294	0.1504	0.0608	0.0986	0.4891	0	0.0361	0	0.0987	0.0773	0.1363
S22643	0	0	0.3457	0.0429	0.0393	0.5844	0	0.0615	0	0.0165	0.0842	0.1329
S22649	0.0931	0	0.2852	0.0494	0	0.5587	0	0.0267	0.0054	0.0527	0.0168	0.1538
S22654	0.0028	0	0.2589	0.0098	0.0069	0.7096	0	0.0487	0.0123	0.0638	0.0094	0.1628
S22655	0.129	0	0.3123	0.0891	0.0112	0.2509	0	0.0611	0	0.107	0.0286	0.1563
S22660	0.0611	0.0821	0.1847	0	0.0737	0.4509	0	0	0	0.1466	0.055	0.1867
S22664	0.0443	0	0.2609	0.0372	0.0166	0.4925	0	0.04	0.0165	0.0728	0	0.1343
S22666	0.0967	0	0.3323	0.0731	0	0.6921	0	0.0116	0.0065	0.0141	0	0.152
S22669	0.1044	0	0.2994	0.0578	0.019	0.4552	0	0.0167	0	0.061	0.0334	0.1549
S22677	0.11	0	0.289	0.0776	0.0293	0.5679	0	0.0535	0.0201	0.07	0.0101	0.1678
S22690	0.1014	0	0.3117	0.1061	0.0713	0.4367	0	0.0465	0.0057	0.0858	0	0.1324
S22695	0.1389	0	0.2707	0.0498	0.0569	0.33	0	0.0637	0.0044	0.1295	0.0309	0.1566
S22714	0.1558	0	0.4234	0.0718	0.0404	0.1041	0	0.0032	0.0145	0.1121	0.1162	0.1554
S22716	0.1674	0	0.3763	0.1154	0.0516	0.3562	0	0.0031	0	0.034	0.1036	0.1644
S22717	0.0998	0	0.263	0.075	0.0185	0.2459	0	0.0504	0.0214	0.2061	0.0662	0.163
S22724	0.2009	0	0.295	0.0439	0.0673	0.1531	0	0.0033	0	0.1038	0	0.1526
S22725	0.0717	0	0.2661	0.0494	0.0143	0.3914	0	0.0087	0.0018	0.0875	0.0912	0.1391
S22729	0.1237	0	0.3643	0.1192	0	0.3304	0	0.0504	0	0.0545	0.0457	0.1618
S22736	0.133	0	0.3441	0.0931	0.0741	0.3627	0	0.0354	0.0191	0.0835	0.0289	0.1502
S22739	0.0212	0	0.2219	0.0583	0.0654	0.4545	0	0.0294	0	0.086	0.1054	0.1527
S22743	0.033	0.0515	0.2143	0.0093	0.0282	0.4071	0	0.028	0.0096	0.1568	0.0111	0.1743
S22748	0.0432	0	0.3101	0.0737	0	0.4383	0	0.0464	0.003	0.0849	0.0435	0.1306
S22757	0.0456	0	0.2996	0.029	0.0457	0.3772	0	0.0266	0.0068	0.0985	0.0806	0.1377
S22767	0	0	0.1956	0.0525	0.0373	0.6929	0	0.0018	0.0053	0.0569	0	0.1397
S22769	0.0096	0.0587	0.1911	0.0402	0.0821	0.5514	0	0.0111	0.004	0.1137	0.1231	0.1552
S22771	0.1448	0	0.3913	0.0972	0.0313	0.3459	0	0.0429	0	0.0678	0.0424	0.1426
S22772	0.0702	0	0.1871	0	0.008	0.5437	0	0.0267	0.0043	0.139	0	0.1705
S22773	0.1873	0	0.3134	0.0829	0.0306	0.3061	0	0.0305	0.0034	0.1259	0.066	0.1651
S22784	0.0428	0	0.2711	0.0425	0.0532	0.5301	0	0.0223	0.0094	0.1205	0	0.1773
S22787	0	0	0.217	0.0011	0.0229	0.6456	0	0.0081	0.0248	0.0902	0.1374	0.1755
S22791	0.0049	0	0.2166	0.0587	0.0252	0.5211	0	0.0136	0.0078	0.0829	0.039	0.1531
S22795	0.0256	0.0325	0.2281	0.1048	0.0668	0.4777	0	0	0	0.1082	0.0608	0.1615
S22805	0.0159	0	0.2452	0	0.0054	0.5016	0	0.0722	0	0.14	0	0.1821
S22807	0	0	0.212	0.0471	0.0126	0.85	0	0	0	0	0	0.1703
S22808	0.1179	0	0.1896	0.0607	0.0253	0.235	0	0.0217	0.015	0.1536	0.1644	0.15
S22809	0.1326	0	0.2162	0.0443	0.0054	0.4562	0	0.02	0.018	0.1087	0.0379	0.1747
S2281	0.0374	0.0246	0.2417	0	0.0276	0.4816	0	0	0.0234	0.128	0.0475	0.1482
S22811	0.1422	0	0.2785	0.0699	0.0554	0.1676	0	0.042	0.0053	0.1519	0.0557	0.1563
S22822	0.1197	0	0.3331	0.0626	0.0329	0.5013	0	0.0358	0.0076	0.0483	0.1251	0.1371
S22825	0.0371	0	0.3223	0.0839	0.0149	0.8716	0	0.0022	0	0	0.0074	0.1493
S22828	0.1272	0	0.3293	0.066	0.0434	0.224	0	0.0514	0.0277	0.1393	0.1687	0.1277
S22830	0.1004	0	0.2079	0.0176	0.0268	0.5097	0	0.0719	0.0123	0.1084	0	0.1774
S22834	0.1486	0	0.2728	0.0525	0.0098	0.2996	0	0.0303	0.0145	0.1327	0.0882	0.1608
S22838	0	0	0.3138	0.0438	0.0183	0.5494	0	0.0227	0	0.0488	0.1108	0.1557
S2284	0.1468	0	0.3342	0.0957	0.0506	0.3276	0	0.0213	0.013	0.0674	0	0.1565
S22847	0.0497	0	0.3475	0.0727	0.0615	0.4629	0	0.01	0.0146	0.0789	0.0695	0.1592
S2285	0.0958	0	0.3138	0.0862	0.0408	0.4645	0	0.029	0.0124	0.0682	0.1079	0.1362
S22851	0.081	0	0.3493	0.0915	0.0536	0.4264	0	0	0.0105	0.0213	0.0333	0.1435
S22852	0.0479	0	0.3233	0.0451	0.0094	0.5958	0	0.0226	0.0176	0.0404	0.0787	0.153
S22854	0.1325	0	0.3635	0.0628	0.0529	0.1967	0	0.0265	0	0.0653	0.1108	0.1289
S22855	0	0.0613	0.1979	0.0178	0.0382	0.5302	0	0.0181	0.0117	0.134	0.1061	0.1461
S22859	0.0473	0	0.3193	0.1129	0.0548	0.3703	0	0	0.0081	0.0643	0.0551	0.1723
S22860	0.0904	0	0.2768	0.0808	0	0.7233	0	0.0465	0.0151	0.0482	0.0039	0.1478
S22865	0.0631	0	0.2423	0.059	0	0.5525	0	0.0617	0.0068	0.1053	0	0.162
S22873	0.0574	0.0255	0.2499	0.0389	0.0402	0.5873	0	0.0598	0.0061	0.1068	0.1352	0.1317
S22896	0.1405	0	0.3128	0.0358	0.0298	0.3113	0	0.0665	0.0205	0.1076	0.1197	0.1491
S229	0.049	0	0.2284	0.0585	0.0525	0.5156	0	0.0101	0.0054	0.0596	0.1212	0.1614
S22904	0.0311	0	0.2107	0.0425	0.0851	0.5825	0	0.0222	0.0074	0.1002	0.0605	0.1725
S22907	0.0676	0	0.3101	0.0577	0.0568	0.3761	0	0.0277	0	0.0864	0.0359	0.1719
S22911	0.1968	0	0.2715	0.0634	0.0397	0.2301	0	0.0471	0.0047	0.1722	0.2249	0.1494
S22915	0.1307	0	0.3082	0.094	0.0356	0.226	0	0.0478	9.00E-04	0.0863	0.0468	0.1348
S22923	0.1485	0	0.3108	0.0663	0	0.5675	0	0.0416	0.0163	0.0716	0.1901	0.1432
S22929	0.0777	0	0.2259	0	0.0184	0.6409	0	0.0186	0.0289	0.0766	0.0215	0.1308
S22931	0.0316	0	0.394	0.0935	0.0259	0.3643	0	0.0596	0.0184	0.064	0.1002	0.1383
S22932	0.0363	0	0.3655	0.1291	0	0.5736	0	0.0395	0	0.0432	0.0899	0.1388
S22937	0.0673	0	0.305	0.1247	0	0.4515	0	0.0155	0.0079	0.0714	0.1249	0.1533
S22939	0.0801	0.0558	0.2385	0.0528	0.0031	0.5276	0	0.0232	0.0335	0.1049	0.0956	0.1548
S22942	0.0237	0	0.2804	0.065	0.063	0.755	1.00E-04	0.006	0	0	0.0086	0.1791
S22945	0.0765	0	0.3332	0.0921	0	0.4588	0	0.0205	0	0.0561	0.0044	0.14
S22947	7.00E-04	0.0107	0.18	0	0.1067	0.69	0	0	0	0.0495	0	0.1762
S22948	0.1078	0	0.2977	0.0436	0.0435	0.1916	0	0.0694	0.0263	0.1809	0.1698	0.1287
S22952	0.0151	0.034	0.2516	0.0895	0.085	0.5351	0.0116	0	0	0	0	0.1628
S22953	0.0326	0	0.2372	0.0288	0.019	0.3952	0	0.1061	0.0011	0.1064	0.1851	0.1427
S22955	0.055	0	0.2704	0.0629	0.0466	0.4731	0	0.035	0.001	0.0752	0	0.1521
S22957	0.044	0	0.3191	0.0373	0.0179	0.4414	0	0.0263	0.0299	0.1226	0.0522	0.172
S22958	0.1207	0.0173	0.2081	0.0814	0.0155	0.3197	0	0.0408	0.0152	0.1425	0.1422	0.1523
S22963	0.0729	0	0.3179	0.0771	0.0346	0.4702	0	0.0412	0.0099	0.0552	0.1598	0.1291
S22966	0.0356	0	0.3302	0.0636	0.0564	0.3905	0	0.0485	0.0054	0.0756	0.1564	0.1568
S22969	0	0.0629	0.2061	0.0487	0.0971	0.3617	0	0.0308	0.0079	0.118	0.1117	0.1668
S22970	0.0514	0	0.3216	0.0416	0.0544	0.6978	0	0.0308	0	0.0062	0.114	0.1382
S22977	0.1596	0	0.3128	0.0491	0.0206	0.2441	0	0.0354	5.00E-04	0.1337	0.0852	0.1613
S22980	0.1406	0.0075	0.3326	0.0993	0.0296	0.6167	0	0.0579	0.0279	0.0586	0	0.1588
S22988	0.0332	0	0.2613	0.0426	0	0.6688	0	0.0233	0.006	0.0395	0.0198	0.139
S22989	0.1493	0	0.4577	0.1445	0	0.2768	0	0.065	0.0092	0.0427	0.0485	0.1257
S2299	0.1448	0	0.3528	0.1159	0.0393	0.3078	0	0.0125	0.0101	0.0965	0.0411	0.1585
S22994	0.1349	0	0.3776	0.0889	0.0317	0.3508	0	0.0265	0	0.0227	0.0421	0.1473
S22998	0.0886	0.0315	0.1903	0.0199	0.0961	0.4973	0	0	0.0099	0.1256	0.0038	0.1799
S230	0.0385	0.0827	0.23	0	0.0522	0.3195	0	0.0154	0.002	0.1231	0.1518	0.1644
S23007	0.091	0	0.2488	0.0472	0.0392	0.2962	0	0.0204	0.0112	0.1416	0.1483	0.1681
S23008	0.1631	0	0.3974	0.0827	0.0309	0.3559	0	0.0179	0.0185	0.0661	0.065	0.1471
S23009	0.2732	0	0.2839	0.0715	0.0251	0.2992	0	0.0387	0.0129	0.0873	0.0502	0.1386
S23012	0.0648	0	0.3235	0.0365	0	0.338	0	0.0376	0.0078	0.1102	0.099	0.1569
S23014	0.0609	0	0.462	0.1315	0	0.6556	0	0.0112	0	0	0.0496	0.1365
S23015	9.00E-04	0.0511	0.2717	0.0446	0.0543	0.3739	0	0	0.0099	0.1037	0.1138	0.1663
S23017	0.0395	0	0.2571	0.051	0.0536	0.346	0	0.0354	0.0173	0.1156	0.0921	0.1659
S23023	0.0973	0	0.3415	0.0562	0.0409	0.2196	0	0.014	0.0011	0.1244	0.0185	0.161
S23030	0.106	0	0.3145	0.0578	0.0225	0.288	0	0.0416	0	0.0744	0.0572	0.1393
S23042	0.0097	0.064	0.3292	0.0483	0.0407	0.5567	0	0.0747	0	0.0806	0.1296	0.1283
S23048	0.1372	0	0.3463	0.0553	0.0256	0.3587	0	0.0206	0.0162	0.0977	0	0.1739
S23058	0.0277	0	0.227	0.0249	0.0349	0.4436	0	0.0229	0.0062	0.0948	0.1328	0.1159
S23065	0	0.0834	0.1946	0	0.0969	0.5098	0.0702	0.0103	8.00E-04	0.0871	0.0903	0.1313
S23067	0	0.1877	0.2113	0.0775	0.0401	0.4689	0	0.0167	0.0028	0.0996	0.1144	0.1433
S23086	0.0094	0.041	0.2441	0.048	0.0509	0.548	0	0	0	0.0496	0.0587	0.1447
S23087	0	0	0.3559	0.0634	0	0.5722	0	0.0604	0	0.0584	0.0939	0.1441
S23089	0.0169	0.0536	0.3211	0.0639	0.0636	0.3809	0	0.035	0.0256	0.1044	0.1899	0.109
S2309	0.0243	0	0.3076	0.0715	0	0.5336	0	0.0173	0	0.0782	0.0686	0.1191
S23093	0.0178	0	0.3207	0.0434	0.0877	0.6789	2.00E-04	0.0212	0.0207	0.0284	0.0385	0.1503
S23112	0	0	0.2381	0.0024	0.0445	0.6685	0	0.0182	0	0.0741	0	0.1681
S23124	0.0361	0	0.2388	0.0463	0.0621	0.6275	0	0.0137	0	0.0384	0.038	0.1585
S23126	0.0602	0	0.3593	0.0742	0.0317	0.271	0	0.0306	0.0232	0.1035	0.1489	0.1526
S23130	0.0664	0	0.2975	0.047	0.0294	0.4249	0	0.0492	0.0045	0.1158	0	0.147
S23136	0	0	0.2544	0.0535	0	0.6608	0	0.0449	0	0.0854	0	0.16
S23141	0	0	0.1056	0.001	0.088	0.6622	0	0	0.0271	0.1234	0.0999	0.1829
S23144	0	0.0125	0.2397	0.0783	0.0374	0.8051	0.0229	0.0253	3.00E-04	0.0104	0	0.1454
S23159	0	0	0.2632	0.0822	0.0953	0.5692	0	0.0257	0	0.015	0.0462	0.095
S23162	0.084	0	0.3818	0.1709	0.0447	0.4215	0	0.043	0.0024	0.0331	0.1688	0.1248
S23163	0.0508	0	0.2021	0.0141	0.0199	0.5656	0	0	0.009	0.0862	0.0095	0.1686
S23166	0	0	0.3494	0.0716	0.0033	0.5066	0	0.0504	0.0108	0.0779	0.0452	0.1569
S23170	0	0	0.2507	0.0453	0.0405	0.6474	0	0	0.0078	0.0516	0	0.1911
S2318	0.0175	0	0.3412	0.0958	0.0295	0.6955	0.0173	0.0232	0	0	0.085	0.1204
S23184	0.0617	0	0.2273	0.0164	0	0.4529	0	0.0169	0	0.1124	0.0795	0.1497
S23185	0.0581	0	0.3327	0.097	0	0.4688	0	0.0305	0	0.045	0.1189	0.1363
S23187	0.1067	0	0.3337	0.0774	0.0373	0.3074	0	0.0344	0.0227	0.0997	0.0984	0.1281
S2319	0.0659	0	0.2953	0.0233	0.0483	0.4347	0	0.0228	0.0164	0.1025	0.0963	0.135
S23192	0.1515	0.015	0.3865	0.1252	0.0311	0.3143	0	0.0306	0.0319	0.083	0.1015	0.085
S23193	0.0496	0	0.2971	0.0104	0.0075	0.5826	0	0.0582	0.007	0.0871	0.0925	0.1344
S23207	0.0978	0.0867	0.2376	0.0316	0.0537	0.401	0	0.0419	2.00E-04	0.0696	0.152	0.1388
S23208	0.0844	0	0.3322	0.0813	0.0183	0.5929	0	0.0222	0	0.0347	0.1336	0.1497
S23214	0.0579	0	0.346	0.0329	0.0118	0.4498	0	0.039	0.0021	0.1066	0.0817	0.1646
S23216	0	0.0445	0.2478	0.0036	0.0706	0.5642	0.0164	4.00E-04	0.0056	0.0936	0.014	0.2017
S23221	0.0738	0	0.3625	0.0324	0.012	0.6368	0	0.0406	0.005	0.0178	0.1439	0.1003
S23223	0.0767	0	0.3366	0.0788	0.0814	0.2128	0	0.0311	0.0075	0.1042	0.0636	0.16
S23227	0.0689	0	0.2821	0.0543	0.0271	0.3445	0	0.0274	0.0084	0.1018	0.1062	0.1529
S23233	0.0678	0	0.3429	0.0626	0.058	0.4574	0	0.0289	0	0.032	0.0885	0.1499
S23237	0.0705	0	0.2126	0.0294	0.0118	0.6156	0	0.0327	0.0017	0.1024	0.0358	0.1509
S23250	0.1022	0	0.367	0.0685	0.0302	0.3512	0	0.0264	0	0.0874	0	0.1426
S23273	0.0129	0	0.3061	0.0104	0.0271	0.6634	0	0.0384	0.0043	0.0671	0.084	0.1423
S23274	0.0694	0	0.3578	0.0722	0.0244	0.4503	0	0.058	0	0.056	0.1289	0.1644
S23277	0.0581	0	0.2946	0	0.0045	0.5732	0	0.0325	0.0127	0.0769	0.071	0.1532
S23279	0.0356	0	0.3213	0.0507	0.0285	0.5184	0	0.0629	0.0173	0.0749	0.0927	0.1411
S23292	0.0345	0	0.3217	0.0803	0.0617	0.5169	0	0.012	0.0049	0.0363	0.099	0.1289
S23309	8.00E-04	0.0503	0.1786	0.0648	0	0.5655	0	0.0265	0.0264	0.0993	0.1372	0.1606
S23316	0.0361	0.0015	0.2481	0.0696	0.0667	0.5917	0	0.0147	0.0114	0.0527	0	0.1763
S23321	0.0237	0.1106	0.2276	0.02	0.0633	0.6043	0	0.059	0.0173	0.1172	0	0.1787
S23323	0.0678	0	0.2416	0.0074	0.0032	0.4272	0	0.0167	0	0.073	0.0513	0.1579
S23326	0.1105	0	0.2886	0.0378	0.0669	0.39	0	0.0432	0.005	0.0614	0.0406	0.1342
S23328	0.0717	0	0.3356	0.0442	0.06	0.3693	0	0.0406	0.0128	0.1074	0.1734	0.1424
S23330	0.0238	0	0.2934	0.0712	0	0.682	0	0.0226	0.006	0.0467	0.074	0.1558
S23337	0.0762	0.0223	0.2098	0	0.0281	0.5201	0	0.0565	0.0203	0.1299	0.0576	0.1771
S23338	0.1684	0	0.3005	0.0557	0.0559	0.2943	0	0.0238	0.0052	0.099	0.1485	0.1573
S23343	0.1066	0	0.3124	0.0482	0	0.3434	0	0.0483	0.0159	0.1299	0.1276	0.1451
S23351	0.0473	0	0.3048	0.1039	0.0185	0.3674	0	0.0188	0	0.0785	0.0192	0.1335
S23363	0.0654	0	0.3304	0.0676	0	0.691	0	0.008	0.0245	0.0625	0.0073	0.1513
S23364	0	0	0.2746	1.00E-04	0.0506	0.6709	0.0091	0.0166	0.0159	0.083	0.0814	0.1744
S2337	0.0397	0	0.2738	0.077	0.0141	0.5128	0	0.0175	0.0226	0.101	0.1272	0.1621
S23371	0.1739	0	0.3937	0.1317	0.011	0.1518	0	0.0374	0	0.0871	0.0832	0.1348
S23374	0.0461	0	0.1925	0.0384	0.0231	0.2996	0	0.0101	0.0073	0.152	0.1661	0.1558
S23382	0.1133	0	0.3153	0.0816	0.0494	0.2235	0	0.0232	0.0067	0.1123	0.0767	0.1427
S23385	0.0229	0	0.221	0.0317	0.0498	0.4671	0	0.0296	0.0063	0.1095	0.1207	0.1677
S23388	0	0.1253	0.2136	0.0866	0.0066	0.8597	0	0.0053	0.003	0.0285	0	0.1545
S23390	0.004	0	0.2081	0.0335	0.02	0.6363	0	0.0467	0.0215	0.1026	0.1037	0.1382
S23398	0.0715	0	0.363	0.058	0.0535	0.3934	0	0.0219	0.0073	0.0339	0.0644	0.1466
S2340	0.0847	0	0.3748	0.0862	0.005	0.4911	0.0028	0.0629	0	0.0504	0.0749	0.1159
S23406	0.0819	0	0.3413	0.0942	0.0839	0.6658	0	0.0374	0	0	0.0391	0.0913
S23412	0.0356	0.0063	0.2948	0.1018	0.0705	0.5261	0	0.0156	0.0141	0.0758	0.1094	0.1555
S23417	0	0.0526	0.2837	0.0505	0.0513	0.4972	0	0	0.0097	0.0297	0.0538	0.1542
S23423	0.0206	0	0.2797	0.046	0.0555	0.4322	0	0.0024	0	0.0512	0.0134	0.1629
S23428	0.0586	0	0.3031	0.1121	0.0876	0.4614	0	0.0334	0	0.0222	0.0537	0.1356
S2343	0.0217	0	0.2922	0.089	0	0.5651	0	0.0275	0.0086	0.08	0.0891	0.1402
S23430	0.1451	0	0.5001	0.2068	0.0348	0.0119	0	0.0098	0	0	0.0155	0.0793
S23433	0	0	0.2419	0.0172	0.0594	0.5455	0	0.0123	0	0.0888	0.01	0.1294
S23437	0.0566	0	0.2247	0.0268	0.0173	0.4685	0	0.0407	0	0.1236	0.0392	0.1608
S23439	0	0	0.1799	0.0574	0.0371	0.4173	0	0.0581	0.0263	0.1702	0.112	0.1758
S2344	0.0339	0	0.3155	0.0675	0.0267	0.5543	0	0.0544	0.0111	0.0549	0.1119	0.1367
S23443	0.0681	0	0.332	0.0813	0.0492	0.4991	0	0	0.013	0.0317	0.0742	0.1594
S23446	0.0498	0	0.2818	0.05	0.0044	0.4372	0	0.0175	0.0124	0.1076	0.0577	0.1521
S23447	0.1056	0	0.2888	0.0745	0.0199	0.4568	0	0.0289	0	0.0731	0.0114	0.1656
S23448	0.0704	0	0.2754	0.0129	0.0407	0.3496	0	0	0	0.1174	0.0856	0.1433
S23449	0.0141	0.0977	0.1682	0	0.0857	0.3833	0	0.01	0.015	0.1205	0.0552	0.166
S2345	0.0295	0.0255	0.2403	0.0515	0.0811	0.513	0	0.0108	0.0054	0.0734	0.0425	0.1566
S23450	0.09	0	0.2588	0.0417	0	0.5093	0	0.0291	0	0.0934	0.073	0.1471
S23466	0.0674	0.0131	0.2606	0.0509	0.0365	0.6151	0	0.0318	0.0117	0.0595	0.0317	0.1494
S23469	0.1264	0.0112	0.2706	0.0086	0.0722	0.4455	0	0	0.0238	0.0755	0.1525	0.1559
S23471	0.1098	0	0.3419	0.04	0	0.3277	0	0.0453	0	0.1065	0.0063	0.1365
S23472	0.047	0	0.2185	0.0335	0.0249	0.5631	0	0.0131	0.0236	0.1374	0.0747	0.1771
