Adipocytes	Astrocytes	B-cells	Basophils	CD4+ T-cells	CD4+ Tcm	CD4+ Tem	CD4+ memory T-cells	CD4+ naive T-cells	CD8+ T-cells	CD8+ Tcm	CD8+ Tem	CD8+ naive T-cells	CLP	CMP	Chondrocytes	Class-switched memory B-cells	DC	Endothelial cells	Eosinophils	Epithelial cells	Erythrocytes	Fibroblasts	GMP	HSC	Hepatocytes	Keratinocytes	MEP	MPP	MSC	Macrophages	Macrophages M1	Macrophages M2	Mast cells	Megakaryocytes	Melanocytes	Memory B-cells	Mesangial cells	Monocytes	Myocytes	NK cells	NKT	Neurons	Neutrophils	Osteoblast	Pericytes	Plasma cells	Platelets	Preadipocytes	Sebocytes	Skeletal muscle	Smooth muscle	Tgd cells	Th1 cells	Th2 cells	Tregs	aDC	cDC	iDC	ly Endothelial cells	mv Endothelial cells	naive B-cells	pDC	pro B-cells	ImmuneScore	StromaScore	MicroenvironmentScore
S2947	0.039	0	0	0.1548	0.1645	0.0573	0.0181	0.0305	0.125	0.0144	0.0182	0.0223	0.1421	0.0242	0.0405	0	0.0713	0.0059	0.0487	0.5635	0.1858	0.0754	0	0	0	0	0.0892	0	0.32	0.5145	0	0.0041	0.0884	0.0035	0.3007	0.0441	0	0.1146	0.1151	0	0.056	0.5197	0.0237	0.2001	0.17	0.1096	0	0.0549	0	0.0066	0.0474	0	0	0.2791	0	0	0	0	0.0333	0.15	0.2822	0	0	0.018	0.7487	0.0438	0.7925
S2954	0.0173	0	0.19	0	0.3299	0.1219	0.0649	0.4853	0.1557	0.1018	0.134	0.0275	0.1446	0.1981	0	0	0.1015	0.0063	0.0555	0.0975	0.0893	0.1757	0	0	0.0478	0.0155	0.0437	0	0.0234	0.1059	0.0247	0.0106	0.0319	0.0095	0.1817	0.0404	0.0961	0.0429	0.1261	0.0303	0.0798	0.3642	0.009	0.1713	0.2119	0.0422	0.0294	0.0741	0.1172	0.005	0.0283	0.3921	0.0307	0.1804	0.081	0.0784	0.0065	0.0523	0	0.1053	0.1217	0.113	0.0221	0.0243	0.7579	0.0364	0.7943
S2956	0.0531	0	0	0.0469	0.1971	0.0853	0.0975	0.2803	0.1025	0.0264	0.0596	0.105	0.1051	0.1731	0	0	0.0526	0.0278	0.0925	0.5518	0.1815	0.1073	0	0	0.1199	0.0026	0.0805	0	0.1238	0.3611	0.0274	0.0155	0.1121	0.0051	0.2785	0.0546	0	0.0995	0.0942	0.0123	0.1228	0.448	0.0158	0.1472	0.1168	0.0742	0	0.0969	0	0.0069	0.0581	0.1499	0	0.1984	0.0072	0	0.0221	0	0.0309	0.1508	0.2361	0	0	0.025	0.7999	0.0728	0.8727
S2962	0	0	0.1252	0	0.2779	0.0723	0.0898	0.4569	0.0536	0.0546	0.0929	0.0438	0.1341	0.1953	0	0	0.0643	0.0148	0.0227	0.2729	0.0891	0.0743	0	0	0.0432	0	0.0171	0	0.0562	0	0.0509	0.0178	0.0311	0	0.35	0.0395	0.0436	0.02	0.1339	0.0054	0.1019	0.3384	0.0012	0.1738	0.1969	0.037	0	0.1432	0.1277	0.0039	5e-04	0.4548	0.04	0.1087	0.1062	0.1023	0	0.0523	0.0037	0.0671	0.0632	0.0782	0	0	0.8039	0.0114	0.8153
S2969	0.0141	0	0	0	0.2383	0.1114	0.0634	0.2761	0.1402	0.0224	0.0121	0	0.1158	0.1103	0	0	0	0.0522	0.044	0.702	0.1097	0.112	0	0	0.0192	0.0025	0.0301	0	0.115	0.2489	0.0331	0.0037	0.0556	0	0.2756	0.0328	0	0.0547	0.0913	0.0086	0	0.4523	0.0043	0.1856	0.2146	0.0773	0	0.0684	0.057	0.0044	0.0349	0.2583	0	0.2357	0	0.0014	0	0	0.0482	0.1187	0.1755	0	0	0	0.8833	0.029	0.9123
S2970	0.0014	0	0.077	0	0.2569	0.0935	0	0.3544	0.1446	0.039	0.0487	0	0.0948	0.1493	0	0	0.0965	0.0227	0.0592	0.4537	0.1427	0.1365	0	0.043	0.1177	0.0132	0.0414	0	0.0276	0.176	0.0048	0	0.0491	0	0.2039	0.0516	0	0.0722	0.1417	0.0321	0	0.495	0.0155	0.1844	0	0.0837	0	0.0627	0.0791	0.007	0.0458	0.2888	0.0109	0.1824	0.0399	0.0235	0	0	0.0017	0.1365	0.1579	0.0221	0.0338	0	0.7868	0.0303	0.8171
S2974	0	0	0.0447	0	0.3115	0.1217	0.0495	0.4017	0.1683	0.004	0.0204	0	0.1203	0.1548	0	0	0.051	0	0.0284	0.4515	0.1114	0.0703	0	0.028	0.0327	0.0061	0.0357	0	0.1488	0.1914	0.0311	0.0257	0.029	0.0197	0.27	0.0557	0	0.0445	0.125	0.0012	0.0197	0.4242	0.0057	0.168	0.1993	0.0664	0.0109	0.0881	0.0956	0.0052	0.0287	0.3426	0.0155	0.1939	0.0441	0.0955	0	0	0	0.0758	0.143	0.018	0	0	0.7835	0.0142	0.7977
S2975	0.0225	0	0	0	0.2303	0.0709	0.0061	0.396	0.0496	0.0605	0.1309	0.0857	0.0795	0.1765	0	0	0.0242	0.0274	0.0666	0.3925	0.1678	0.2109	0	0	0.0798	0.0126	0.0761	0	0.1238	0.2022	0	2e-04	0.0276	0.0017	0.2923	0.0467	0	0.09	0.1283	0.0325	0.1446	0.3732	0.0151	0.1669	0.0131	0.0688	0.0149	0.1137	0.0639	0.0088	0.0416	0.2815	0.0331	0.1386	0.1153	0.0239	0.0045	0.0166	0	0.1277	0.1274	0	0.0389	0	0.7681	0.0446	0.8127
S2977	0	0	0	0	0.2916	0.1056	0.0259	0.3303	0.1575	0.0552	0.0482	0.0533	0.0875	0.1009	0	0	0.0044	0.0462	0.015	0.895	0.1522	0.1427	0	0	0	0	0.0271	0	0.1544	0.2772	0	0.0068	0.0087	0.0262	0.2355	0.0496	0	0.0359	0.0086	0.0054	0.0429	0.393	0	0.1775	0.1749	0.0809	0	0.0497	0.0721	0.0045	0.0236	0.2301	0.0236	0.2287	0	0.0627	0	0	0.0473	0.1066	0.1629	0	0	0	1.0288	0.0075	1.0363
S2987	0	0	0.0528	0	0.3312	0.0521	0.1009	0.5856	0.0489	0.1081	0.2213	0	0.1716	0.2546	0	0	0	0.007	0.0059	0.437	0.1213	0.0972	0.0188	0.0446	0.0242	0	0.0067	0	0.1618	0.001	0.0478	0.0056	0.0161	0	0.2652	0.042	2e-04	0	0.0848	0.0308	0.053	0.3116	0.0046	0.1411	0.1968	0.0258	0.0601	0.1098	0.166	0.0023	0.0015	0.5048	0.0828	0.1236	0.1545	0.1215	0	0.0354	0	0.077	0.0543	0.0179	0.0095	0	0.8419	0.0124	0.8542
S2989	0	0	0	0	0.2709	0.128	0.0383	0.3011	0.1649	0.011	0	0.0176	0.1612	0.1157	0	0	0	0.0298	0.0126	0.7038	0.1255	0.0605	0	0	0	0	0.0162	0	0.2004	0.1857	0.0194	0.0029	0	0.0204	0.4112	0.0477	0	0.0468	0.0417	0	0.1364	0.489	0	0.1573	0.2268	0.0943	0	0.1454	0.0603	0.0047	0.0302	0.2576	0	0.2595	0.004	0.0607	0	0	0.0444	0.0683	0.1608	0	0	0	0.9271	0.0063	0.9334
S299	0	0	0.0451	0	0.3235	0.0984	0.0685	0.4895	0.1029	0.0738	0.1407	0	0.1153	0.2269	0	0	0.0222	0.0295	0.0334	0.5855	0.1334	0.0879	0	0	0.0488	0	0.0363	0	0.0713	0.1489	0.0407	0.0041	0.0221	0	0.2882	0.0414	0	0.0418	0.0538	0.0393	0	0.3335	0.0022	0.1429	0.1836	0.0747	0.0234	0.1138	0.1164	0.007	0.0244	0.42	0.0236	0.1354	0.1184	0.0796	0	0.0327	0.0256	0.0995	0.118	0.0031	0	0	0.8632	0.0167	0.8799
S2996	0	0	0.0427	0	0.3193	0.0881	0.0701	0.4809	0.139	0.0949	0.1076	0.0847	0.1489	0.2048	0	0	0.0031	0.0218	0.0083	0.3689	0.1088	0.1194	0	0	0.0619	0	0.0132	0	0.0926	0.0148	0.0202	0.0027	0.001	0	0.3485	0.028	0	0.0166	0.0744	0.0083	0.121	0.3653	0	0.1485	0.1769	0.0412	0.0249	0.1221	0.1236	0.0047	0.004	0.4526	0.0617	0.1328	0.1073	0.069	0	0.0409	0.0021	0.0648	0.0726	0	0	0	0.8078	0.0042	0.8119
S3012	0.029	0	0.1286	0	0.2574	0.0597	0	0.4627	0.0877	0.0393	0.0768	0.0291	0.1696	0.183	0.0073	0	0.0328	0.0139	0.0263	0.2625	0.1022	0.2166	0	0.011	0.13	0.0056	0.0472	0	0.0126	0.0549	0.0206	0.0036	0.0133	0.0024	0.3411	0.038	0.0315	0.0509	0.1482	0.0369	0.0878	0.3165	0.0197	0.1551	0.0832	0.0499	0.0351	0.1455	0.0996	0.0077	0.0255	0.4078	0.0255	0.1451	0.1446	0.0276	0	0.007	0	0.0939	0.0649	0.0765	0	0.0182	0.7439	0.0276	0.7715
S3022	0	0	0.0702	0	0.2661	0.0954	0.054	0.4739	0.0696	0.0884	0.139	0.0762	0.2344	0.2442	0	0	0	0	0.0101	0.3101	0.1165	0.1094	0	0.0511	0.0507	0.0126	0.0404	0	0.2375	0.1485	0.0303	0.0087	0	0.0055	0.2669	0.0438	0.0474	0.028	0.1104	0.0238	0.123	0.4184	0.0011	0.1406	0.2235	0.0225	0.0506	0.1341	0.0956	0.0066	0.0294	0.3897	0.0794	0.1543	0.1012	0.0502	0	0.0569	0	0.063	0.0744	0	0.0422	0.0407	0.7631	0.005	0.7681
S3023	0	0	0.0149	0	0.2869	0.0926	0.0979	0.4003	0.1053	0.0752	0.0879	0.0849	0.1985	0.228	0	0	0.0191	0.0327	0	0.4878	0.1034	0.1017	0	0	0	0	0.001	0	0.1379	0.1286	0.0859	0.0246	0.049	0.0207	0.252	0.0348	0	0.0201	0.1022	0	0.1455	0.3702	0	0.13	0.3915	0.0487	0.0131	0.1093	0.0981	0.0039	0	0.4388	0.0622	0.2768	0.0906	0.0296	0	0	0.0461	0.0486	0.137	0	0	0	0.9212	0	0.9212
S3033	0.0103	0	0.0383	0	0.2167	0.0635	0.0617	0.3134	0.1271	0.0569	0.0925	0.0467	0.0819	0.1278	0	0	0.0366	0.0276	0.0421	0.5235	0.1713	0.1211	0	0	0.014	0.0047	0.0578	0	0.1889	0.3286	0.0175	0.0205	0.0297	0.0068	0.3727	0.0285	0.0028	0.0712	0.1061	0.0025	0.0804	0.394	0	0.1535	0.1813	0.0746	0.0099	0.1434	0.0752	0.0051	0.0364	0.2313	0.0081	0.2371	0.0556	0	0	0	0.0256	0.0866	0.1827	0.0065	0	0	0.8182	0.0262	0.8444
S3039	0	0	0.0719	0	0.2844	0.0747	0.0207	0.3687	0.174	0.0209	0.0199	0.0062	0.1445	0.1539	0	0	0.0108	0.0092	0.023	0.5212	0.1165	0.1212	0	0	0	0	0.0154	0	0.1436	0.1584	0.0377	0.0073	0.0122	0.0122	0.3292	0.0468	0	0.0293	0.1027	0	0.0894	0.3938	0	0.1539	0.2069	0.0399	0.0112	0.1447	0.0852	0.005	0.0192	0.3326	0.0339	0.2145	0.0278	0.0475	0	0	0.0064	0.0705	0.1239	0.049	0	0	0.869	0.0115	0.8805
S3043	0.0343	0	0.0644	0	0.1941	0.0211	0	0.3513	0.0592	0	0	0	0.1678	0.1798	0	0	0.0825	0	0.0342	0.5945	0.1721	0.1095	0	0.0177	0.0434	0	0.0602	0	0.202	0.2886	0	0	0.0351	0.002	0.5113	0.0594	0	0.0392	0.0891	0.0182	0	0.4249	0.0108	0.1477	0.0998	0.0537	0	0.1941	0.0448	0.0066	0.0407	0.288	0	0.2041	0.0929	0.0486	0	0	0.0086	0.1284	0.1279	0	0	0.0457	0.7279	0.0342	0.7621
S3048	0	0	0.1074	0	0.3156	0.06	0.0605	0.5325	0.095	0.093	0.1584	0	0.1642	0.2024	0	0	0.0092	0.0012	0.0145	0.3982	0.0991	0.0879	0	0	0.0285	0	0	0	0.11	0.0374	0.0193	0	0	0	0.443	0.037	0.0257	0	0.1048	0.0133	0.0144	0.312	0	0.1496	0.1924	0.0276	0.023	0.1688	0.1282	0.0027	0	0.4617	0.0646	0.137	0.1207	0.1173	0	0.0392	0	0.0703	0.0608	0.0625	0	0	0.8023	0.0072	0.8096
S3056	0.0185	0	0.16	0	0.3501	0.1395	0.1526	0.4306	0.1548	0.1328	0.1581	0.155	0.0266	0.1541	0	0	0.1017	0.0214	0.0246	0.3308	0.0825	0.0678	0	0	0.0142	0.0229	0.04	0	0.2124	0.2419	0.0269	0.0222	0.0568	0.018	0.1024	0.0302	0.0861	0.0689	0.1037	0	0.0857	0.2764	0	0.1574	0.2848	0.0636	0.0191	0.0268	0.1332	0.0054	0.0307	0.2813	0.0482	0.2322	0.0882	0	0.0314	0.0538	0	0.0908	0.1349	0.0908	0	0.0333	0.9245	0.0216	0.9461
S306	0	0	0.0987	0	0.2488	0.0734	0	0.3644	0.0938	0	0.0552	0.0061	0.0869	0.1166	0	0	0.0829	0.0114	0.032	0.6106	0.0933	0.1065	0	0.0075	0.028	0	0.0225	0	0.1302	0.0984	0.0237	0.0141	0.0371	0.0173	0.3297	0.0584	0	0.0602	0.0719	0.0298	0.0275	0.3965	0	0.1685	0.0384	0.0627	0.0167	0.1445	0.1042	0.0036	0.0219	0.3248	0.0109	0.1554	0.0549	0.0919	0	0	0.0177	0.114	0.1281	0.0268	0	0	0.8523	0.016	0.8683
S3067	0.0123	0	0.1216	0.0028	0.3162	0.1024	0.0985	0.4981	0.0772	0.0442	0.1224	0.0504	0.0763	0.1724	0	0	0.0552	0.0381	0.0524	0.4216	0.0912	0.1593	0	0	0.1157	0.01	0.054	0	0.1183	0.0988	0.0231	0.0129	0.0119	0.0195	0.4076	0.0465	0.0451	0.0412	0.108	0.0184	0.0859	0.2236	0	0.1189	0.1876	0.0531	0.0366	0.1678	0.1252	0.0062	0.0234	0.4202	0.0277	0.2338	0.0789	0.0635	0	0	0.0378	0.1079	0.1132	0.0783	0	0.0179	0.8647	0.0324	0.8971
S3079	0	0	0.437	0	0.3188	0.0476	0.064	0.4541	0.0782	0.1146	0.1051	0.0819	0.1585	0.2193	0	0	0.3119	0.016	0.0285	0.1446	0.0515	0.1295	0	0	0.0491	0.0068	0.0173	0	0.1312	0.137	0.049	0.0047	0.0284	0.0341	0.1459	0.0206	0.1634	0	0.0274	0.0046	0.072	0.1438	0	0.1107	0.3892	0.009	0.0366	0.0559	0.2426	0.0037	0.0174	0.4534	0.0596	0.2882	0.036	0.1404	0	0.0163	0.0372	0.0519	0.1113	0.2243	0.0168	0.1108	0.8828	0.0142	0.897
S3083	0	0	0.1094	0	0.3735	0.1248	0	0.6134	0.1062	0.0748	0.175	0.0075	0.1904	0.2306	0	0	0.0477	0	0	0.3649	0.1294	0.1269	0	0.0384	0.0851	0	0.0231	0	0.087	0.0617	0.0279	0.0012	0.018	0	0.2041	0.0444	0.0206	0.0127	0.0668	0.0126	0.0517	0.3502	0.0093	0.1747	0.1753	0.0616	0.0423	0.0753	0.1567	0.0052	0.0062	0.4505	0.0429	0.0777	0.1593	0.2031	0	0.0202	0.0052	0.0595	0.0272	0.0667	3e-04	0	0.8291	0	0.8291
S3097	0.0075	0	0.0437	0	0.3009	0.0941	0.0942	0.4741	0.0876	0.1236	0.1527	0.1703	0.0733	0.2113	0	0	0.1046	0.0669	0.0451	0.2179	0.1089	0.0662	0	0.0622	0.0312	0.0181	0.0625	0	0.0931	0.1954	0.035	0.0057	0.0684	0	0.1087	0.0333	0.0181	0.0846	0.1362	0.0187	0.1634	0.3557	0.0134	0.1539	0.119	0.0525	0.0429	0.035	0.0818	0.0058	0.0377	0.3586	0.0886	0.1546	0.0633	0.0654	0.0296	0.0153	0.0293	0.1126	0.1331	0	0.0652	0.0265	0.8277	0.0263	0.854
S3103	0	0	0.0668	0	0.31	0.0937	0.0178	0.4951	0.0986	0.017	0.0957	0	0.1379	0.1987	0	0	0.0159	0.0029	0.0282	0.3709	0.0586	0.1018	0	0.0513	0.0077	0	0.0073	0	0.1453	0	0.0469	0.0245	0.0089	0.0079	0.4453	0.0442	0	0.0209	0.0938	0.0224	0.0727	0.329	0	0.1459	0.1622	0.0404	0.0156	0.1823	0.1271	0.0032	0.0144	0.484	0.0319	0.1547	0.0556	0.1407	0	0.0365	0	0.0905	0.0631	0.0167	0	0	0.7565	0.0141	0.7706
S3119	0.014	0	0.0281	0	0.2173	0.0579	0.019	0.3693	0.0695	0.0202	0.0804	0.0443	0.1237	0.1803	0.002	0	0.0318	0.037	0.0198	0.6317	0.1457	0.0986	0	0	0.0812	0	0.0323	0	0.1467	0.1389	0.0151	0.0107	0.0241	0.0144	0.3226	0.039	0	0.0371	0.059	0.0135	0.0921	0.4829	0.004	0.1598	0.1418	0.0585	0	0.127	0.0997	0.0048	0.0244	0.344	0.029	0.1704	0.0583	0.083	0	0	0.0102	0.1271	0.1191	0	0	0	0.8498	0.0169	0.8667
S3121	0	0	0.1555	0	0.2111	0.0525	0.0079	0.3246	0.1073	0.0358	0.0438	0.0355	0.1296	0.1336	0	0	0.0995	0.0115	0.0092	0.3007	0.0805	0.1466	0	0	0.0155	0.0062	0.0223	0	0.1328	0.1362	0.0422	0.0082	0.0455	0.009	0.3856	0.0307	0.0525	0.0484	0.1426	0.0011	0.066	0.3708	0	0.1581	0.2413	0.0537	0.0127	0.1616	0.0976	0.0049	0.0197	0.3941	0.0313	0.2102	0.0548	0.0444	0	0.0376	0.0085	0.057	0.1101	0.0912	0	0.0192	0.755	0.0046	0.7596
S3125	0.0308	0	0	0	0.0961	0	0.0064	0.2832	0.032	0	0	0	0.1988	0.1875	0.0157	0	0	0.0257	0.0491	0.4251	0.1802	0.1783	0	0.0283	0.097	0.0083	0.0488	0	0.1248	0.2801	0.0501	0	0.0954	0	0.3204	0.0382	0	0.0412	0.2103	0.0107	0	0.5464	0.0126	0.1642	0.1966	0.0733	0.0036	0.1066	0.0557	0.0057	0.0387	0.3259	0	0.2049	0.0912	0	0	0.0515	0.0184	0.1158	0.1567	0	0	0	0.6477	0.04	0.6876
S3126	0.0181	0	0.145	0.0554	0.3115	0.122	0.1428	0.4172	0.1056	0.1036	0.1209	0.1479	0.0856	0.1706	0	0	0.1184	0.0107	0.1072	0.2318	0.114	0.0634	0	0	0.031	0.0275	0.0773	0	0.2215	0.2784	0.0191	0.0243	0.0445	0.0174	0.0411	0.0181	0.0866	0.0825	0.1079	0.0152	0.2131	0.3041	0.009	0.1657	0.2049	0.0664	0	0	0.0924	0.0043	0.0484	0.2203	0	0.1823	0.0738	0.1052	0.0253	0.0687	0	0.1486	0.2138	0.0657	0.0107	0.0343	0.8839	0.0626	0.9465
S3127	0	0	0.0619	0	0.3719	0.0936	0.0261	0.5497	0.1257	0.0912	0.1559	0	0.144	0.206	0	0	0.0131	0.03	0	0.6012	0.0723	0.1441	0	0.0462	0.0376	0	0	0	0.0511	0	0.0214	0.0014	0	0.0026	0.3332	0.0386	0	0	0	0.036	0.0493	0.2517	0	0.1239	0.1564	0.0306	0	0.14	0.145	0.0044	0.0018	0.5284	0.0434	0.169	0.1306	0.1256	0	0	0.0331	0.0462	0.0509	0.0198	0	0	0.9023	0	0.9023
S3140	0	0	0.1091	0	0.3183	0.1118	0.0598	0.4923	0.1538	0.0654	0.1065	0.0412	0.1109	0.1635	0	0	0.09	0.0302	0.0402	0.4526	0.1173	0.1273	0	0.0857	0.0684	2e-04	0.0059	0	0.0094	0.0881	0.0233	0.0046	0.0318	0	0.2933	0.0334	0.0225	0.0228	0.0971	0	0.0607	0.3403	0	0.1468	0.2496	0.0665	0.002	0.1234	0.0972	0.005	0.0092	0.4034	0.0085	0.2579	0.0626	0.0318	0	0.0116	0.0012	0.0477	0.1035	0.0919	0	0	0.869	0.0201	0.8891
S3145	0	0	0	0	0.2638	0.0342	0	0.4655	0.0513	0.0629	0.0987	0	0.1872	0.1908	0	0	0	0.0258	0	0.7584	0.106	0.1309	0	0.0883	0.0677	0	0.0011	0	0.0705	0.0431	0.0568	0	0.028	0	0.1975	0.0404	0	0	0.0876	0.0256	0	0.3128	0	0.1744	0.1804	0.0491	0	0.0296	0.1066	0.0051	0.0018	0.445	0.0667	0.0403	0.1703	0.1019	0	0	0	0.0577	0.0405	0	0	0	0.9531	0	0.9531
S3148	0	0	0.1117	0	0.2124	0.0734	0.0726	0.4084	0.0101	0.0352	0.0873	0.0647	0.1062	0.1856	0	0	0.0671	0.0342	0.0388	0.3596	0.097	0.1274	0	0	0.1584	0.0051	0.0394	0	0.032	0.0549	0.0478	0.0119	0.0624	0	0.4445	0.046	0.0526	0.058	0.0983	0.0322	0.1381	0.4024	0.0099	0.1311	0.1559	0.0319	0.0142	0.1825	0.106	0.0062	0.032	0.4117	0.01	0.1388	0.1078	0.0439	0	0.061	0.033	0.1137	0.091	0.065	0.0047	0.02	0.7789	0.0194	0.7983
S3153	0	0	0	0	0.3375	0.1098	0.0845	0.5194	0.0978	0.0527	0.1109	0.0149	0.168	0.2237	0	0	0	0.0287	0.0034	0.611	0.103	0.1201	0	0	0.0421	0	0.0114	0	0.1497	0.1067	0.0521	0.0124	0.0538	0	0.3199	0.0299	0	0.0085	0.0433	0.0024	0.0439	0.3831	0	0.1334	0.2549	0.0423	0	0.1274	0.124	0.0044	4e-04	0.4543	0.063	0.1954	0.0509	0.1497	0	0.0211	0.0266	0.0856	0.1189	0	0	0	0.8684	0.0017	0.8701
S3158	0	0	0.1181	0	0.3307	0.0944	0.0515	0.5061	0.106	0.0527	0.1055	0.0178	0.1157	0.1912	0	0	0.0658	0.0178	9e-04	0.4318	0.0907	0.1169	0	0	0.0484	0	0	0	0.0711	0	0.0361	0.0104	0.0059	0.0058	0.4151	0.046	0.0061	0	0.0591	0.0042	0.1024	0.3665	0	0.1423	0.2109	0.0241	0.06	0.1555	0.1752	0.0034	0	0.4817	0.0395	0.196	0.1039	0.1361	0	0.0178	0	0.0576	0.0351	0.0212	0	0	0.8645	4e-04	0.865
S3164	0.0366	0	0	0	0.2398	0.078	0.0467	0.2818	0.1249	0	0	0.0058	0.0806	0.1595	0	0	0.0289	0.0621	0.0687	0.7748	0.1543	0.005	0	0	0	0	0.0717	0	0.2504	0.3604	0.0303	0.009	0.0707	0.0102	0.3076	0.0515	0	0.0536	0.0614	0.004	0.0284	0.3961	0.005	0.1803	0.1185	0.1178	0	0.101	0.0264	0.0071	0.0522	0.1738	0	0.2096	0	0.0499	0	0	0.0678	0.1427	0.1945	0	0	0	0.9249	0.0526	0.9775
S317	0.0761	0	0	0.0588	0.2526	0.1197	0.0275	0.1558	0.1432	0.0682	0.0608	0.11	0.0431	0.0599	0.0028	0	0.0547	0.0575	0.0961	0.6772	0.1774	0.1503	0	0	0.1355	7e-04	0.1057	0	0.1803	0.5678	0	0.0142	0.0858	0.0053	0.3081	0.0288	0	0.1145	0	0	0.0183	0.4537	0.0204	0.1596	0	0.1202	0	0.0765	0	0.0082	0.0569	0	0	0.2486	0.0246	0	0.019	0	0.0588	0.2102	0.2689	0	0	0.0273	0.8258	0.0861	0.9119
S3176	0.0362	0	0.1446	0.0099	0.373	0.1362	0.0743	0.5426	0.0963	0.096	0.1476	0.1552	0.0427	0.1919	0.0133	0	0.0952	0.0029	0.107	0.2264	0.0905	0.072	0	0.0247	0.0219	0.0253	0.0536	0	0.0732	0.1101	0.0263	0.0381	0.0321	0.0389	0.0986	0.0393	0.0302	0.0421	0.1371	0.0168	0.1872	0.1447	0.0107	0.1438	0.1696	0.0683	0.0476	0.0386	0.1325	0.0049	0.0384	0.3354	0.038	0.1759	0.0394	0.1767	0.0117	0.0229	0	0.1434	0.152	0.0488	0.0301	0.0213	0.9175	0.0716	0.9891
S3180	0	0	0.1127	0	0.3207	0.1126	0.0369	0.4401	0.1664	0.0552	0.0515	0.0297	0.1699	0.1929	0	0	0.0722	0	0.0513	0.3648	0.1023	0.1562	0	0	0.0744	0.0029	0.0275	0	0.0403	0.1054	0.0344	0.0289	0.0453	0.0134	0.2111	0.0396	0.0353	0.0391	0.1019	0.0207	0.1005	0.3248	8e-04	0.135	0.2183	0.0511	0	0.0908	0.106	0.0055	0.0197	0.4163	0.0264	0.1911	0.0569	0.0618	0	0.0472	0	0.0932	0.1063	0.0491	0	0	0.8257	0.0256	0.8514
S3186	0	0	0	0	0.2255	0.0724	0.0093	0.4038	0.0822	0.0038	0.0488	0	0.1514	0.1665	0.0453	0	0	0.0085	0.0245	0.3939	0.1118	0.0611	0	0.1212	0.0396	0	0.0028	0	0.0971	0	0.0443	0.0168	0.0096	0.0107	0.4172	0.0506	0	0.0215	0.1452	0	0.0855	0.3935	0.008	0.1799	0.1848	0.0372	0	0.1339	0.1111	0.0027	0	0.4427	0.0525	0.127	0.0588	0.0767	0	0	0	0.063	0.0687	0	0	0	0.7315	0.0122	0.7438
S319	0	0	0.0648	0	0.2806	0.0551	0.0931	0.4406	0.0637	0.0724	0.1166	0.0245	0.1295	0.198	0	0	0.1055	0.0144	0.008	0.5081	0.0694	0.0931	0	0	0.0116	0	0	0	0.1366	0.0607	0.0576	0.0253	0.0431	0.0225	0.2655	0.0351	0	0.016	0.1223	0.0231	0.0997	0.329	0	0.1512	0.2425	0.0398	0.0419	0.0974	0.1466	0.0028	0.0137	0.4176	0.0599	0.1754	0.0691	0.1143	0	0	0.0226	0.0733	0.0956	0	0	0	0.9291	0.004	0.9331
S3193	0.0177	0	0	0	0.2552	0.1046	0.003	0.3618	0.1108	0.0234	0.0424	0	0.1193	0.1091	0	0	0	4e-04	0	0.6562	0.1645	0.1055	0	0.0208	0	0	0.0264	0	0.2709	0.1045	0.0441	0.0136	0.0286	0	0.4557	0.0491	0	0.055	0.0435	0.013	0	0.4843	0.0032	0.1828	0.1411	0.0595	0	0.1552	0.0763	0.0038	0.0289	0.3074	0.0104	0.1734	0.0325	0.12	0	0	0	0.0621	0.1176	0	0	0	0.8037	0.0088	0.8126
S3195	0.0197	0	0	0	0.241	0.0937	0.0557	0.2917	0.1137	0.0549	0.0507	0.0989	0.0957	0.1131	0	0	0.0082	0.0278	0.061	0.4639	0.1479	0.1051	0	0	0.0014	0.017	0.0435	0	0.1625	0.1922	0.0519	0.0336	0.0354	0.0079	0.3809	0.055	0	0.0786	0.1154	0.0117	0.1223	0.4146	0.0023	0.1353	0.1453	0.0724	0.0148	0.1462	0.0631	0.0046	0.0358	0.2472	0.0114	0.2549	0.0425	0	0	0	0.024	0.103	0.1738	0	0	0.004	0.8136	0.0403	0.854
S3197	0.0254	0	0.1351	0	0.3022	0.111	0.1025	0.5002	0.1324	0.0665	0.1409	0.0456	0.2142	0.2454	0.0108	0	0.0831	0	0.0465	0.3186	0.146	0.0903	0	0.0413	0.0261	0	0.0312	0	0.2524	0.1651	0.0378	0.0031	0.0566	0	0.2814	0.0491	0.069	0.0286	0.1473	0	0.1381	0.3964	0	0.1411	0.3326	0.0331	0.05	0.102	0.1617	0.0062	0.0168	0.3975	0.037	0.2392	0.1504	0	0	0	0	0.0708	0.1354	0.0579	0.0221	0.0199	0.8578	0.0359	0.8938
S320	0	0	0.0861	0	0.1831	0.0573	0.0585	0.2985	0.1072	0.0354	0.0719	0	0.1751	0.1179	0	0	0.1063	0.0341	0.0149	0.3797	0.1466	0.0756	0	0	0.016	0.0092	0.0393	0	0.1065	0.1392	0.0386	0.0129	0.0662	0.0012	0.3216	0.0359	0.0332	0.0581	0.1342	0	0.0845	0.5209	0.0023	0.1599	0.2391	0.0592	0	0.1398	0.0961	0.0047	0.0249	0.3376	0.0176	0.2024	0.051	0	0	0.0311	0.0204	0.0813	0.1374	0.0394	0	0	0.7579	0.0074	0.7653
